SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
1099,1/4 MEG 4006 WASHJET SPRAY NOZZLE,1/4 MEG 40° 6.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1099,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1100,1/4 MEG 40055 WASHJET SPRAY NOZZLE,1/4 MEG 40° 5.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1100,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1102,1/4 MEG 4005 WASHJET SPRAY NOZZLE,1/4 MEG 40° 5.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1102,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1103,1/4 MEG 40045 WASHJET SPRAY NOZZLE,1/4 MEG 40° 4.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1103,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1104,1/4 MEG 4004 WASHJET SPRAY NOZZLE,1/4 MEG 40° 4.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1104,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part + sales_light,fill_missing_price,Filled missing selling price from the strategic pricing engine. light seller with average realized price 10.00.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,light,1,4.00,40.00,10.00,Y,exact_sku,light seller with average realized price 10.00.,,,
1106,1/4 MEG 2520 WASHJET SPRAY NOZZLE,1/4 MEG 25° 20.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1106,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1107,1/4 MEG 2515 WASHJET SPRAY NOZZLE,1/4 MEG 25° 15.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1107,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1108,1/4 MEG 2512 WASHJET SPRAY NOZZLE,1/4 MEG 25° 12.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1108,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1109,1/4 MEG 2511 WASHJET SPRAY NOZZLE,1/4 MEG 25° 11.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1109,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1110,QC-MEG 40065 SPRAY NOZZLE WHITE HEAD,QC-MEG 40065 SPRAY NOZZLE WHITE HEAD,Barrens,Barrens,1110,5.48,,,,8.99,39.0%,64.1%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1111,1/4 MEG 2510 WASHJET SPRAY NOZZLE,1/4 MEG 25° 10.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1111,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1112,1/4 MEG 2509 WASHJET SPRAY NOZZLE,1/4 MEG 25° 9.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1112,5.19,,,,8.99,42.3%,73.2%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1113,"3000 PSI 1/2""x50' BLACK NEPTUNE HOSE","3000 PSI 1/2""x50' BLACK NEPTUNE HOSE",Barrens,Barrens,1113,155.17,,,,199.99,22.4%,28.9%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 100-249.99.,,,,,,,,,,,
1114,1/4 MEG 2508 WASHJET SPRAY NOZZLE,1/4 MEG 25° 8.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1114,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1115,1/4 MEG 2507 WASHJET SPRAY NOZZLE,1/4 MEG 25° 7.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1115,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1117,1/4 MEG 25065 WASHJET SPRAY NOZZLE,1/4 MEG 25° 6.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1117,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1118,1/4 MEG 2506 WASHJET SPRAY NOZZLE,1/4 MEG 25° 6.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1118,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1119,1/4 MEG 25055 WASHJET SPRAY NOZZLE,1/4 MEG 25° 5.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1119,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1121,1/4 MEG 2505 WASHJET SPRAY NOZZLE,"1/4"" MEG 25° 5.0 WashJet Spray Nozzle",Barrens,Barrens,1121,5.39,,,,8.99,40.0%,66.8%,31.0%,3.00,5-9.99,"chemical, equipment",ending_.99,5-9.99 + chemical + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
1122,1/4 MEG 25045 WASHJET SPRAY NOZZLE,1/4 MEG 25° 4.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1122,5.39,,,,8.99,40.0%,66.8%,31.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part + sales_emerging,fill_missing_price,Filled missing selling price from the strategic pricing engine. emerging seller with average realized price 7.74.,"Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive. Sales history marks this as a emerging seller, so the margin target was tightened.",emerging,4,10.00,77.35,7.74,Y,exact_sku,emerging seller with average realized price 7.74.,,,
1123,1/8 MEG 2505 WASHJET SPRAY NOZZLE,1/8 MEG 25° 5.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1123,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1124,1/4 MEG 2504 WASHJET SPRAY NOZZLE,1/4 MEG 25° 4.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1124,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1125,1/4 MEG 25035 WASHJET SPRAY NOZZLE,1/4 MEG 25° 3.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1125,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part + sales_light,fill_missing_price,Filled missing selling price from the strategic pricing engine. light seller with average realized price 7.50.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,light,2,4.00,30.00,7.50,Y,exact_sku,light seller with average realized price 7.50.,,,
1127,BRASS 1/4 VEEJET 6530 SOAPER NOZZLE,"Brass 30.0 Orifice 1/4"" MEG VeeJet 6530 Soaper Nozzle",Barrens,Barrens,1127,3.02,,,,5.99,49.6%,98.3%,34.0%,2.00,0-4.99,"chemical, bundle, equipment",ending_.99,0-4.99 + chemical + bundle + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
1128,1/4 MEG 1520 WASHJET SPRAY NOZZLE,1/4 MEG 15° 20.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1128,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1129,1/4 MEG 1515 WASHJET SPRAY NOZZLE,1/4 MEG 15° 15.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1129,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1131,1/4 MEG 1513 WASHJET SPRAY NOZZLE,1/4 MEG 15° 13.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1131,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1132,1/4 MEG 1512 WASHJET SPRAY NOZZLE,1/4 MEG 15° 12.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1132,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1135,1/4 MEG 1511 WASHJET SPRAY NOZZLE,"1/4"" MEG 15° 11.0 Orifice WashJet Pressure Washer Spray Nozzle",Barrens,Barrens,1135,5.39,,,,8.99,40.0%,66.8%,31.0%,3.00,5-9.99,"chemical, equipment",ending_.99,5-9.99 + chemical + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
1136,1/4 MEG 1510 WASHJET SPRAY NOZZLE,1/4 MEG 15° 10.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1136,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1137,1/4 MEG 1509 WASHJET SPRAY NOZZLE,1/4 MEG 15° 9.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1137,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1138,1/4 MEG 1508 WASHJET SPRAY NOZZLE,1/4 MEG 15° 8.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1138,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1139,1/4 MEG 1507 WASHJET SPRAY NOZZLE,1/4 MEG 15° 7.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1139,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1140,1/4 MEG 15065 WASHJET SPRAY NOZZLE,1/4 MEG 15° 6.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1140,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1141,1/4 MEG 1506 WASHJET SPRAY NOZZLE,1/4 MEG 15° 6.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1141,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1142,1/4 MEG 15055 WASHJET SPRAY NOZZLE,1/4 MEG 15° 5.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1142,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1143,1/4 MEG 1505 WASHJET SPRAY NOZZLE,1/4 MEG 15° 5.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1143,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1145,1/4 MEG 15045 WASHJET SPRAY NOZZLE,"1/4"" MEG 15° 4.5 WashJet Spray Nozzle",Barrens,Barrens,1145,5.39,,,,8.99,40.0%,66.8%,31.0%,3.00,5-9.99,"chemical, equipment",ending_.99,5-9.99 + chemical + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
1146,1/4 MEG 1504 WASHJET SPRAY NOZZLE,1/4 MEG 15° 4.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1146,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part + sales_light,fill_missing_price,Filled missing selling price from the strategic pricing engine. light seller with average realized price 10.00.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,light,1,2.00,20.00,10.00,Y,exact_sku,light seller with average realized price 10.00.,,,
1148,1/4 MEG 15035 WASHJET SPRAY NOZZLE,1/4 MEG 15° 3.5 WASHJET SPRAY NOZZLE,Barrens,Barrens,1148,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1149,BRASS 1/4 VEEJET 4030 SOAPER NOZZLE,BRASS 1/4 VEEJET 4030 SOAPER NOZZLE,Barrens,Barrens,1149,3.02,,,,5.99,49.6%,98.3%,33.0%,2.00,0-4.99,"chemical, commodity_part",ending_.99,0-4.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1150,1/4 MEG 1503 WASHJET SPRAY NOZZLE,1/4 MEG 15° 3.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1150,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1151,1/4 MEG 1502 WASHJET SPRAY NOZZLE,1/4 MEG 15° 2.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1151,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1152,1/4 MEG 0010 WASHJET SPRAY NOZZLE,1/4 MEG 0° 10.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1152,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
1153,1/4 MEG 0009 WASHJET SPRAY NOZZLE,1/4 MEG 0° 9.0 WASHJET SPRAY NOZZLE,Barrens,Barrens,1153,5.39,,,,8.99,40.0%,66.8%,32.0%,3.00,5-9.99,"chemical, commodity_part",ending_.99,5-9.99 + chemical + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Commodity replacement parts stay more competitive.,,,,,,,,,,,
