Sales Category,Sales Item,Sales SKU,Sales GTIN,Sales Lines,Quantity Sold,Gross Sales,Discounts,Net Sales,First Sale Date,Last Sale Date,Match Type,Match Accepted,Match Score,Second Best Score,Matched Master SKU,Matched Catalog Item,Matched Vendor,Matched Catalog Price,Matched Catalog Cost,Match Reason,Top Candidate 1 Score,Top Candidate 1 Item,Top Candidate 1 SKU,Top Candidate 1 Vendor,Top Candidate 1 Reason,Top Candidate 2 Score,Top Candidate 2 Item,Top Candidate 2 SKU,Top Candidate 2 Vendor,Top Candidate 2 Reason,Top Candidate 3 Score,Top Candidate 3 Item,Top Candidate 3 SKU,Top Candidate 3 Vendor,Top Candidate 3 Reason
Tools,O-Ring Hook Pick,6339207,,8,9,45.00,0.00,45.00,2025-03-26,2026-01-12,unmatched,N,0.446,0.419,,,,,,"1 shared tokens, category fit",0.446,RING-BACK UP,4163,Barrens,"1 shared tokens, category fit",0.419,Oring Pick tools SS dental pick,MPWSR-ORING-PICK-TOOLS-SS-DENTAL-PICK,MPWSR,"1 shared tokens, category fit",0.407,O'RING ZWD COMET PUMPS,1210004600,BE,"1 shared tokens, category fit"
None,Giant 212900 Spray Gun,L563988,,1,1,45.00,0.00,45.00,2025-10-30,2025-10-30,unmatched,N,0.583,0.000,,,,,,3 shared tokens,0.583,GIANT 21250B SPRAY GUN,1480,Barrens,3 shared tokens,,,,,,,,,,
Tools,2 Sensor TDS Meter,N607612,,1,1,45.00,0.00,45.00,2025-10-31,2025-10-31,unmatched,N,0.349,0.323,,,,,,"1 shared tokens, category fit",0.349,GLOBAL HOUR/TACH MAINTENANCE METER,4188,Barrens,"1 shared tokens, category fit",0.323,TDS-BREAKWALL P,TDS-BREAKWALLP,MPWSR,"1 shared tokens, category fit",0.323,"METER, TACH/HOUR",806-109,BE,"1 shared tokens, category fit"
EaCo Chem,Bleach Magic,50303,,1,1,44.99,0.00,44.99,2026-01-14,2026-01-14,unmatched,N,0.300,0.299,,,,,,category fit,0.300,Cleansol BC - 1 Gallon,EACOCH-CLEANSOL-BC-1-GALLON,EacoChem,category fit,0.299,Cleansol BC - 5 Gallon Pail,EACOCH-CLEANSOL-BC-5-GALLON-PAIL,EacoChem,category fit,0.287,LCS - 5 Gallon Pail,EACOCH-LCS-5-GALLON-PAIL,EacoChem,category fit
None,"Spraying Systems TPU6505 Brass Unijet Spray Tip .057""",329735Y,,3,8,44.00,0.00,44.00,2025-03-22,2026-02-03,unmatched,N,0.330,0.318,,,,,,3 shared tokens,0.330,6505 Brass Spray Tip Teejet,TP6505,MPWSR,3 shared tokens,0.318,6515 Brass Spray Tip Teejet,TP6515,MPWSR,3 shared tokens,0.318,6510 Brass Spray Tip Teejet,TP6510,MPWSR,3 shared tokens
Window Cleaning,"Sorbo Cobra 10""",F206319,,4,4,43.00,0.00,43.00,2025-10-24,2026-03-03,unmatched,N,0.419,0.399,,,,,,"1 shared tokens, category fit",0.419,Ettore Sleeve Pro+ Microfiber 10 inch,40010,JRacenstein,"1 shared tokens, category fit",0.399,Ettore T-Bar ProGrip 10 inch,4010,JRacenstein,"1 shared tokens, category fit",0.374,Ettore T-Bar Pro+ Super System 10 inch,JRACEN-PRO-SUPER-SYTEM-T-BAR-10,JRacenstein,"1 shared tokens, category fit"
Tools,Sweep Away Contractor Broom,H-6960,,1,1,42.50,0.00,42.50,2026-01-12,2026-01-12,unmatched,N,0.448,0.338,,,,,,"1 shared tokens, category fit",0.448,GENISYS CONTRACTOR'S TOOL,6640,Barrens,"1 shared tokens, category fit",0.338,Shower Sweep Assorted,14125,JRacenstein,"1 shared tokens, category fit",0.332,Shower Sweep Aqua,15101,JRacenstein,"1 shared tokens, category fit"
EaCo Chem,RS10,V628470,,1,1,42.50,0.00,42.50,2025-10-24,2025-10-24,unmatched,N,0.244,0.200,,,,,,category fit,0.244,RS 10 BC - 1 Gallon,EACOCH-RS10-BC-1-GALLON,EacoChem,category fit,0.200,RS 10 BC - 5 Gallon Pail,EACOCH-RS10-BC-5-GALLON-PAIL,EacoChem,category fit,0.193,RS 10 BC - 55 Gallon Drum,EACOCH-RS10-BC-55-GALLON-DRUM,EacoChem,category fit
None,Libman broom,192298Q,,3,3,59.97,-17.76,42.21,2025-03-21,2026-02-18,unmatched,N,0.224,0.224,,,,,,1 shared tokens,0.224,"16"" WATER BROOM W/O NOZZLES",6730,Barrens,1 shared tokens,0.224,"12"" WATER BROOM W/O NOZZLES",1545,Barrens,1 shared tokens,0.137,"WATER BROOM & KIT 30"" SS WAW 85.403.031 - 30"" WAW",85.792.102,BE,1 shared tokens
Tools,Unger Professional Outdoor Four-Sided Scrub Brush Head,F153976,,2,2,41.00,0.00,41.00,2025-04-30,2025-09-09,unmatched,N,0.338,0.313,,,,,,"2 shared tokens, category fit",0.338,Flo Scrub Brush,59100,JRacenstein,"2 shared tokens, category fit",0.313,Water Spot Remover Scrub Off Ettore,30161,JRacenstein,"1 shared tokens, category fit",0.311,Ground Force replacement Brush Skirt,GF503,MPWSR,"1 shared tokens, category fit"
Window Cleaning,"Moerman Rubber Liquidator NXT-R 14"" 10pk",1230618,,1,1,40.99,0.00,40.99,2025-09-30,2025-09-30,unmatched,N,0.398,0.384,,,,,,"2 shared tokens, category fit",0.398,Sorbo Replacement Rubber Dozen 14 inch,1497,JRacenstein,"2 shared tokens, category fit",0.384,Ettore Rubber Master Replacement Gross 14 inch [Case 144],JRACEN-MASTER-RUBBER-14-CASE-144,JRacenstein,"2 shared tokens, category fit",0.377,Ettore Rubber Master Replacement Dozen 14 inch [Case 12],JRACEN-MASTER-RUBBER-14-CASE-12,JRacenstein,"2 shared tokens, category fit"
Tucker,Aluminum Acme Tip for #1 Clamp,T-Acme-Tip-Aluminum,,1,3,40.14,0.00,40.14,2026-02-05,2026-02-05,unmatched,N,0.334,0.331,,,,,,"1 shared tokens, category fit",0.334,Cleaning Clamp Brush,55170,JRacenstein,"1 shared tokens, category fit",0.331,Ettore REA-C-H Aluminum Extension Poles 9 foot,1680,JRacenstein,"1 shared tokens, category fit",0.331,Ettore REA-C-H Aluminum Extension Poles 8 foot,42108,JRacenstein,"1 shared tokens, category fit"
Tools,latex palm gloves,X149702,,2,3,45.00,-5.00,40.00,2025-07-09,2025-08-12,unmatched,N,0.340,0.333,,,,,,category fit,0.340,"1/2 "" PVC Ball Valve",899000,MPWSR,category fit,0.333,"2"" PVC Ball Valve",IBVT-2,MPWSR,category fit,0.333,"1"" PVC Ball Valve",899002,MPWSR,category fit
Parts,SharpShooter by C&R - Purple,W445362,,1,1,39.99,0.00,39.99,2026-01-21,2026-01-21,unmatched,N,0.433,0.363,,,,,,"1 shared tokens, category fit",0.433,SharpShooter Nozzle Dual Nozzle Holder by C&R,2667,Barrens,"1 shared tokens, category fit",0.363,PA HI-LO VARI-NOZZLE 5.0 (PURPLE DOT),4982,Barrens,"1 shared tokens, category fit",,,,,
Tools,Sharp Shooter by C&R - Red,774581H,,1,1,39.99,0.00,39.99,2025-04-08,2025-04-08,unmatched,N,0.406,0.335,,,,,,"1 shared tokens, category fit",0.406,Davis Shooter 2 Nozzle Holder Bare,DST2TIPMODULE,MPWSR,"1 shared tokens, category fit",0.335,100147 GP SOAP SHOOTER 5.0,6578,Barrens,"1 shared tokens, category fit",0.335,100146 GP SOAP SHOOTER 4.5,6576,Barrens,"1 shared tokens, category fit"
EaCo Chem,LCS,A526114,,1,1,39.50,0.00,39.50,2025-08-25,2025-08-25,unmatched,N,0.490,0.386,,,,,,"1 shared tokens, category fit, name contains match",0.490,LCS - 1 Gallon,EACOCH-LCS-1-GALLON,EacoChem,"1 shared tokens, category fit, name contains match",0.386,LCS - 5 Gallon Pail,EACOCH-LCS-5-GALLON-PAIL,EacoChem,"1 shared tokens, category fit, name contains match",0.288,LCS - 55 Gallon Drum,EACOCH-LCS-55-GALLON-DRUM,EacoChem,"1 shared tokens, category fit, name contains match"
Tucker,Tucker ACME Tip,207033K,,1,3,39.00,0.00,39.00,2026-03-02,2026-03-02,unmatched,N,0.300,0.257,,,,,,"1 shared tokens, category fit",0.300,Pole Pro+ Snap-In Tip Nylon Ettore,JRACEN-PRO-POLE-TIP,JRacenstein,"1 shared tokens, category fit",0.257,Ettore Utility Pole 60in ACME Thread,42100,JRacenstein,"1 shared tokens, category fit",,,,,
Sorbo,Sorbo Window Cleaning Soap 12oz,1559989,,2,2,38.98,0.00,38.98,2025-03-21,2025-08-14,unmatched,N,0.435,0.429,,,,,,"2 shared tokens, category fit",0.435,Window Cleaning Display,47002,JRacenstein,"2 shared tokens, category fit",0.429,Starter Window Cleaning Kit,2506,JRacenstein,"2 shared tokens, category fit",0.422,Window Cleaning Kit,85555,JRacenstein,"2 shared tokens, category fit"
Parts,"2583-1/4"" Steel Hex Coupler / Female Pipe Thread",2581,,4,6,38.75,0.00,38.75,2025-05-16,2026-01-21,unmatched,N,0.514,0.490,,,,,,"shared code, 3 shared tokens, category fit",0.514,1/4FPT Steel Hex Coupler,MPWSR-1-4-STEEL-HEX-COUPLER,MPWSR,"shared code, 3 shared tokens, category fit",0.490,"Steel Hex Coupler 1/4"" FPT 5000 PSI",2581,Barrens,"shared code, 3 shared tokens, category fit",0.475,STEEL HEX COUPLER 3/8FPTx1/4FPT 4000PSI,2583,Barrens,"shared code, 3 shared tokens, category fit"
Sorbo,Sorbo Yellow Jacket Sleeve with Brass Snaps 14in,11-414,,2,2,38.00,0.00,38.00,2025-08-14,2026-03-12,unmatched,N,0.429,0.312,,,,,,"2 shared tokens, category fit",0.429,T-bar and Golden Glove Sleeve 14in Ettore,JRACEN-GOLDEN-GLOVE-WASHER-COMPLETE-S-2,JRacenstein,"2 shared tokens, category fit",0.312,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"1 shared tokens, category fit",0.301,Sorbo Replacement Rubber Dozen 14 inch,1497,JRacenstein,"1 shared tokens, category fit"
Window Cleaning,"Moerman 14"" T-Bar Swivel",8433423,,2,2,37.98,0.00,37.98,2025-07-14,2025-10-22,unmatched,N,0.448,0.431,,,,,,"2 shared tokens, category fit",0.448,Ettore T-Bar ProGrip 14 inch,JRACEN-PRO-GRIP-T-BAR-14,JRacenstein,"2 shared tokens, category fit",0.431,Ettore T-Bar Taper Plastic 14 inch,JRACEN-TAPER-T-BAR-T-BAR-14,JRacenstein,"2 shared tokens, category fit",0.421,Ettore T-Bar Pro+ Fixed Aluminum 14 inch,JRACEN-PRO-T-BAR-14,JRacenstein,"2 shared tokens, category fit"
EaCo Chem,CP & B,344676P,,1,1,36.50,0.00,36.50,2025-04-10,2025-04-10,unmatched,N,0.294,0.285,,,,,,category fit,0.294,Cleansol BC - 1 Gallon,EACOCH-CLEANSOL-BC-1-GALLON,EacoChem,category fit,0.285,CT Wash - 1 Gallon,EACOCH-CT-WASH-1-GALLON,EacoChem,category fit,0.272,LCS - 1 Gallon,EACOCH-LCS-1-GALLON,EacoChem,category fit
EaCo Chem,SOS-50,N044885,,1,1,35.50,0.00,35.50,2025-12-03,2025-12-03,unmatched,N,0.673,0.570,,,,,,"2 shared tokens, category fit, name contains match",0.673,SOS-50 - 1 Gallon,EACOCH-SOS-50-1-GALLON,EacoChem,"2 shared tokens, category fit, name contains match",0.570,SOS-50 - 5 Gallon Pail,EACOCH-SOS-50-5-GALLON-PAIL,EacoChem,"2 shared tokens, category fit, name contains match",0.468,SOS-50 - 55 Gallon Drum,EACOCH-SOS-50-55-GALLON-DRUM,EacoChem,"2 shared tokens, category fit, name contains match"
EaCo Chem,Calcite Presoak,M914772,,1,1,35.50,0.00,35.50,2025-05-05,2025-05-05,unmatched,N,0.680,0.597,,,,,,"2 shared tokens, category fit, name contains match",0.680,Calcite Presoak - 1 Gallon,EACOCH-CALCITE-PRESOAK-1-GALLON,EacoChem,"2 shared tokens, category fit, name contains match",0.597,Calcite Presoak - 5 Gallon Pail,EACOCH-CALCITE-PRESOAK-5-GALLON-PAIL,EacoChem,"2 shared tokens, category fit, name contains match",0.497,Calcite Presoak - 55 Gallon Drum,EACOCH-CALCITE-PRESOAK-55-GALLON-DRUM,EacoChem,"2 shared tokens, category fit, name contains match"
Tucker,Wood Cone Tip for Acme Tips,T-WCT,,3,5,34.95,0.00,34.95,2025-06-18,2026-03-02,unmatched,N,0.331,0.281,,,,,,"1 shared tokens, category fit",0.331,Pole Pro+ Snap-In Tip Nylon Ettore,JRACEN-PRO-POLE-TIP,JRacenstein,"1 shared tokens, category fit",0.281,Ettore Utility Pole 60in ACME Thread,42100,JRacenstein,"1 shared tokens, category fit",0.218,Floor Squeegee Handle 54in Wood Ettore,JRACEN-WOODEN-FLOOR-SQUEEGEE-HANDLES-54,JRacenstein,"1 shared tokens, category fit"
Tools,Roller Handle,533032E,,3,4,34.00,0.00,34.00,2025-04-29,2025-07-01,unmatched,N,0.508,0.480,,,,,,"1 shared tokens, category fit",0.508,Scrapemaster Handle,JRACEN-SCRAPEMASTER-HANDLE,JRacenstein,"1 shared tokens, category fit",0.480,Starter Handle Big,140-061,MPWSR,"1 shared tokens, category fit",0.462,Starter Handle Small,140-046,MPWSR,"1 shared tokens, category fit"
None,"3/4"" Nipples",,,1,9,33.75,0.00,33.75,2025-09-12,2025-09-12,unmatched,N,0.390,0.000,,,,,,1 shared tokens,0.390,"GREASE NIPPLES, FOR W-A-W",85.790.027,BE,1 shared tokens,,,,,,,,,,
Sorbo,"Sorbo 14"" Viper Channel",513086B,,2,2,33.00,0.00,33.00,2025-03-21,2025-05-13,unmatched,N,0.347,0.000,,,,,,"3 shared tokens, category fit",0.347,Sorbo Channel Ultralight w/End Clip 14 inch [Case 36],JRACEN-MASTER-BRASS-CHANNELS-WITH-RUB-8,JRacenstein,"3 shared tokens, category fit",,,,,,,,,,
Tools,Oatly Fast Tape,402844A,038753306216,9,13,32.50,0.00,32.50,2025-04-15,2026-01-21,unmatched,N,0.396,0.227,,,,,,"1 shared tokens, category fit",0.396,Teflon Tape,982108,MPWSR,"1 shared tokens, category fit",0.227,"SINGLE ROLL TEFLON TAPE 1/2"" x 520""",1492,Barrens,"1 shared tokens, category fit",0.194,"TAPE, TEFLON, 10m x 12mm",85.400.101,BE,"1 shared tokens, category fit"
Tools,Solvent Resistant 32oz Trigger Spray Bottle,356720N,,2,2,31.00,0.00,31.00,2025-12-09,2026-03-02,unmatched,N,0.349,0.289,,,,,,"1 shared tokens, category fit",0.349,(5)ST-73 FOAMER W/32 OZ. BOTTLE,6981,Barrens,"1 shared tokens, category fit",0.289,(5)PA FOAM CANNON W/QT BOTTLE,1655,Barrens,"1 shared tokens, category fit",0.273,6.5 ORIFICE FOR FOAM-JET AND FOAMER W/BOTTLE,1650,Barrens,"1 shared tokens, category fit"
Window Cleaning,Moerman Squeeze Deluxe Window Cleaning Detergent,776914G,,2,2,31.00,0.00,31.00,2025-03-29,2025-09-08,unmatched,N,0.448,0.446,,,,,,"2 shared tokens, category fit",0.448,REA-C-H Window Cleaning & Dusting Kit,JRACEN-REA-C-H-WINDOW-CLEANING-DUSTING,JRacenstein,"2 shared tokens, category fit",0.446,Universal Window Cleaning Kit,JRACEN-UNIVERSAL-WINDOW-CLEANING-KIT,JRacenstein,"2 shared tokens, category fit",0.429,Starter Window Cleaning Kit,2506,JRacenstein,"2 shared tokens, category fit"
Tools,white scoop,2074684,,3,3,30.00,0.00,30.00,2025-10-22,2026-03-02,unmatched,N,0.326,0.318,,,,,,category fit,0.326,Whisper Wash Brush Clip,WW126,MPWSR,category fit,0.318,Whisper Wash Hippo 6',H600,MPWSR,category fit,0.311,Belt with Loop Ettore,JRACEN-TOOLBELT,JRacenstein,category fit
Tucker,Plastic Euro Tip for #1 Clamp,T-Euro-Tip-Plastic,,1,3,30.00,0.00,30.00,2026-03-02,2026-03-02,unmatched,N,0.338,0.334,,,,,,"1 shared tokens, category fit",0.338,Cleaning Clamp Brush,55170,JRacenstein,"1 shared tokens, category fit",0.334,Cleaning Clamp Sponge,55180,JRacenstein,"1 shared tokens, category fit",0.334,Cleaning Clamp Ettore,55160,JRacenstein,"1 shared tokens, category fit"
None,"Libman 24"" Floor Squeegee",R672716,,2,2,30.00,0.00,30.00,2025-07-31,2025-12-03,unmatched,N,0.514,0.482,,,,,,2 shared tokens,0.514,"Aluminum Floor Squeegees, Curved, 24""",55039,JRacenstein,2 shared tokens,0.482,"Industrial Floor Squeege, Curved, 24""",54524,JRacenstein,2 shared tokens,0.458,"Industrial Floor Squeege, Straight, 24""",54024,JRacenstein,2 shared tokens
Tools,Caution Wet Floor Sign,G391635,,1,3,30.00,0.00,30.00,2025-10-29,2025-10-29,unmatched,N,0.365,0.331,,,,,,"1 shared tokens, category fit",0.365,5 Gal Kit Wet Clear Sealer,157-5G,MPWSR,"1 shared tokens, category fit",0.331,Sealthane 2 Part Gloss Wet Look 5 Gallon Kit,59505,MPWSR,"1 shared tokens, category fit",0.330,Scraper Floor 48in Ettore,2007,JRacenstein,"1 shared tokens, category fit"
Parts,Bucket with Measurements,E973221,,1,2,30.00,0.00,30.00,2025-10-22,2025-10-22,unmatched,N,0.254,0.226,,,,,,"1 shared tokens, category fit",0.254,Neutrapods 3lb Bucket Refill,NEUTRAPODSBUCKETREFILLS,MPWSR,"1 shared tokens, category fit",0.226,NeutraPods 5 Gallon Bucket 40lbs neutralizer,NEUTRAPODS5GALLONBUCKET,MPWSR,"1 shared tokens, category fit",,,,,
None,Wooster R054 2 -4 Extension Pole,,071497663887,1,1,29.50,0.00,29.50,2025-06-16,2025-06-16,unmatched,N,0.309,0.307,,,,,,1 shared tokens,0.309,"OPTIONAL 5"" QC EXTENSION KIT",4511,Barrens,1 shared tokens,0.307,"REA-C-H Extension Poles 3- Sec, 27'",JRACEN-REA-C-H-EXTENSION-POLES-3-SEC-27,JRacenstein,1 shared tokens,0.304,"OPTIONAL 12"" QC EXTENSION KIT",4576,Barrens,1 shared tokens
Tools,Bucket Black w/Red Handle Pulex,T455881,,1,1,29.50,0.00,29.50,2025-10-15,2025-10-15,unmatched,N,0.494,0.487,,,,,,"2 shared tokens, category fit",0.494,Bucket Super Handle Ettore,JRACEN-SUPER-BUCKET-HANDLE,JRacenstein,"2 shared tokens, category fit",0.487,Bucket Super with Handle Ettore,85000,JRacenstein,"2 shared tokens, category fit",0.473,Bucket Super Compact w/Handle Ettore,86000,JRacenstein,"2 shared tokens, category fit"
Tools,Bucket Black w/Blue Handle Pulex,J558661,,1,1,29.50,0.00,29.50,2025-09-10,2025-09-10,unmatched,N,0.506,0.483,,,,,,"2 shared tokens, category fit",0.506,Bucket Super Handle Ettore,JRACEN-SUPER-BUCKET-HANDLE,JRacenstein,"2 shared tokens, category fit",0.483,Bucket Super with Handle Ettore,85000,JRacenstein,"2 shared tokens, category fit",0.469,Bucket Super Compact w/Handle Ettore,86000,JRacenstein,"2 shared tokens, category fit"
Parts,Bucket Liner,6594300,,4,13,29.25,0.00,29.25,2025-03-26,2025-09-16,unmatched,N,0.320,0.279,,,,,,"1 shared tokens, category fit",0.320,"BOX, FOR BE9400DFS WITH LINER",85.650.245,BE,"1 shared tokens, category fit",0.279,Neutrapods 3lb Bucket Refill,NEUTRAPODSBUCKETREFILLS,MPWSR,"1 shared tokens, category fit",0.275,NeutraPods 5 Gallon Bucket 40lbs neutralizer,NEUTRAPODS5GALLONBUCKET,MPWSR,"1 shared tokens, category fit"
Sorbo,"Sorbo 14"" Fixed T-Bar",238547Y,,2,2,29.00,0.00,29.00,2025-03-25,2026-02-13,unmatched,N,0.461,0.440,,,,,,"3 shared tokens, category fit",0.461,Ettore T-Bar Pro+ Fixed Aluminum 14 inch,JRACEN-PRO-T-BAR-14,JRacenstein,"3 shared tokens, category fit",0.440,Ettore T-Bar ProGrip 14 inch,JRACEN-PRO-GRIP-T-BAR-14,JRacenstein,"2 shared tokens, category fit",0.416,Turkey Duster 14 inch Ettore,48618,JRacenstein,"1 shared tokens, category fit"
Tools,Brush Mighty Mini Shark,4537765,,3,3,28.50,0.00,28.50,2025-03-25,2026-02-06,unmatched,N,0.400,0.349,,,,,,"1 shared tokens, category fit",0.400,Brush Ceiling Fan Ettore,48211,JRacenstein,"1 shared tokens, category fit",0.349,Cobweb Brush with Pole,45221,JRacenstein,"1 shared tokens, category fit",0.345,Super Brush Ettore,JRACEN-SUPER-BRUSH,JRacenstein,"1 shared tokens, category fit"
Tucker,1/2in  stem x 1/2in ptf metal ELBOW,63009,,1,2,28.24,0.00,28.24,2025-04-07,2025-04-07,unmatched,N,0.298,0.280,,,,,,"1 shared tokens, category fit",0.298,Bucket 3 1/2 Gal Ettore Round - each,82222,JRacenstein,"1 shared tokens, category fit",0.280,Floor Squeegee Handle Metal 60in Ettore,61060,JRacenstein,"1 shared tokens, category fit",,,,,
Tools,Plastic Spray Shield,5674768,,1,1,27.50,0.00,27.50,2025-04-29,2025-04-29,unmatched,N,0.447,0.425,,,,,,"1 shared tokens, category fit",0.447,"PLASTIC 3/8"" SPEEDY HOSE CLAMP",1883,Barrens,"1 shared tokens, category fit",0.425,Water Shield 5 Gallon,160-5G,MPWSR,"1 shared tokens, category fit",0.425,Water Shield 1 Gallon,160-1G,MPWSR,"1 shared tokens, category fit"
None,24 in t bar,C303683,,1,1,26.50,0.00,26.50,2026-03-10,2026-03-10,unmatched,N,0.480,0.446,,,,,,2 shared tokens,0.480,"24"" Mosmatic Bar 2 Arm",82.715,MPWSR,2 shared tokens,0.446,"Ground Force 24"" w/ 4 tip bar",WGF2400-4,MPWSR,2 shared tokens,0.389,"Ground Force 4 tip spray bar 24""",GF504-4,MPWSR,2 shared tokens
Equipment,"Bowl Filter 3/4"" NPT",DF07550,,1,1,26.00,0.00,26.00,2025-06-10,2025-06-10,unmatched,N,0.373,0.372,,,,,,1 shared tokens,0.373,Graco Long Filter,14-2695,MPWSR,1 shared tokens,0.372,"DURAVIEW INLET FILTER 3/8""MPT, NO PORTS",5181,Barrens,1 shared tokens,0.367,"SCREEN, FILTER 1"" SS",85.309.050,BE,1 shared tokens
None,Oil and Filter,,,1,1,25.00,0.00,25.00,2025-06-03,2025-06-03,unmatched,N,0.383,0.331,,,,,,2 shared tokens,0.383,OIL FILTER FOR BE-12000ER,85.591.205,BE,2 shared tokens,0.331,"FILTER, OIL, GX690",85.550.064,BE,2 shared tokens,0.261,491056 BRIGGS ORIG. EQUIP. OIL FILTER,1021,Barrens,2 shared tokens
Window Cleaning,"Sorbo Cobra 24""",3831596,,1,1,24.75,0.00,24.75,2026-01-23,2026-01-23,unmatched,N,0.448,0.000,,,,,,"2 shared tokens, category fit",0.448,Sorbo Replacement Rubber Dozen 24 inch,1512,JRacenstein,"2 shared tokens, category fit",,,,,,,,,,
Chemicals,Titan Laboratories Oil-FLO 141 (1 Pint),719833770249,,1,1,23.99,0.00,23.99,2026-02-24,2026-02-24,unmatched,N,0.290,0.282,,,,,,"1 shared tokens, category fit",0.290,AR RRV oil seal kit,AR42555,MPWSR,"1 shared tokens, category fit",0.282,Titan 0509762A Rock Catcher Mesh Filter,0509762A,MPWSR,"1 shared tokens, category fit",0.281,Titan Hose Reel Side Panel,MPWSR-TITAN-REEL-SIDE-PANEL,MPWSR,"1 shared tokens, category fit"
Sorbo,"Sorbo 18"" Fixed T-Bar",828252P,,1,1,22.75,0.00,22.75,2025-08-15,2025-08-15,unmatched,N,0.461,0.440,,,,,,"3 shared tokens, category fit",0.461,Ettore T-Bar Pro+ Fixed Aluminum 18 inch,JRACEN-PRO-T-BAR-18,JRacenstein,"3 shared tokens, category fit",0.440,Ettore T-Bar ProGrip 18 inch,JRACEN-PRO-GRIP-T-BAR-18,JRacenstein,"2 shared tokens, category fit",0.412,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"2 shared tokens, category fit"
None,"10"" Rubber Hose Line",,,1,1,22.75,0.00,22.75,2025-09-12,2025-09-12,unmatched,N,0.454,0.450,,,,,,2 shared tokens,0.454,PonaFlat 10 Discharge Hose,D01-150BLN,MPWSR,2 shared tokens,0.450,BOX OF 10 S.S. #8 HOSE CLAMPS,1500,Barrens,2 shared tokens,0.450,BOX OF 10 S.S. #6 HOSE CLAMPS,1499,Barrens,2 shared tokens
Window Cleaning,Unger Washed Scrim 92x92cm Scrim,R864794,601579448370,1,1,22.50,0.00,22.50,2026-02-23,2026-02-23,unmatched,N,0.221,0.213,,,,,,category fit,0.221,Floor Squeegee w/ Scraper Edge Strt 36in,54036,JRacenstein,category fit,0.213,Ettore Super Channel Aluminum 22 inch,11022,JRacenstein,category fit,0.212,Squeegee Acrylic 6in Ettore,17006,JRacenstein,category fit
Sorbo,Sorbo T-Bar Swivel 6in,10-4062,,1,1,22.50,0.00,22.50,2025-08-01,2025-08-01,unmatched,N,0.428,0.427,,,,,,"1 shared tokens, category fit",0.428,Scraper Cover ProPlus 6in Ettore,1047,JRacenstein,"1 shared tokens, category fit",0.427,Scraper ProPlus 6in Ettore,JRACEN-PRO-CONTOUR-SCRAPER-COMPLETE-6,JRacenstein,"1 shared tokens, category fit",0.366,Squeegee Acrylic 6in Ettore,17006,JRacenstein,"1 shared tokens, category fit"
Chemicals,Paint Sensations - Fresh Air,5688091,,1,1,22.50,0.00,22.50,2026-02-24,2026-02-24,unmatched,N,0.343,0.245,,,,,,"1 shared tokens, category fit",0.343,B&S diamond air filter foam,100-955,MPWSR,"1 shared tokens, category fit",0.245,"1"" Stainless Steel Rock Catcher For Graco Paint Sprayer",14-1223,MPWSR,"1 shared tokens, category fit",0.236,B&S GC GCV blue and white square air filter 42.0634,42.0634,MPWSR,"1 shared tokens, category fit"
None,1/2 10 pack o ring,,,3,3,22.50,0.00,22.50,2025-08-29,2026-03-10,unmatched,N,0.179,0.000,,,,,,3 shared tokens,0.179,"O-RING VITON BROWN F0R 1/2"" QC SOCKETS - 25 PACK",2228,Barrens,3 shared tokens,,,,,,,,,,
None,Proclean Indoor Window Cleaner,1401078,761475980302,1,1,22.00,0.00,22.00,2025-09-30,2025-09-30,unmatched,N,0.383,0.370,,,,,,1 shared tokens,0.383,Starter Window Cleaning Kit,2506,JRacenstein,1 shared tokens,0.370,All Purpose Window Cleaning Kit,17050,JRacenstein,1 shared tokens,0.359,Universal Window Cleaning Kit,JRACEN-UNIVERSAL-WINDOW-CLEANING-KIT,JRacenstein,1 shared tokens
Sorbo,"Sorbo Cobra 8""",3453379,,1,2,21.50,0.00,21.50,2025-05-13,2025-05-13,unmatched,N,0.257,0.239,,,,,,"1 shared tokens, category fit",0.257,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"1 shared tokens, category fit",0.239,Sorbo Replacement Rubber Dozen 36 inch,1521,JRacenstein,"1 shared tokens, category fit",0.239,Sorbo Replacement Rubber Dozen 30 inch,1518,JRacenstein,"1 shared tokens, category fit"
Sorbo,"Sorbo 18"" Viper Channel",F646391,,1,1,20.50,0.00,20.50,2025-03-21,2025-03-21,unmatched,N,0.472,0.437,,,,,,"2 shared tokens, category fit",0.472,Ettore Super Channel Aluminum 18 inch,11020,JRacenstein,"2 shared tokens, category fit",0.437,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"2 shared tokens, category fit",0.426,Ettore T-Bar ProGrip 18 inch,JRACEN-PRO-GRIP-T-BAR-18,JRacenstein,"1 shared tokens, category fit"
Sorbo,"Sorbo Cobra 24""",3831596,,1,1,24.75,-4.46,20.29,2025-05-19,2025-05-19,unmatched,N,0.448,0.000,,,,,,"2 shared tokens, category fit",0.448,Sorbo Replacement Rubber Dozen 24 inch,1512,JRacenstein,"2 shared tokens, category fit",,,,,,,,,,
