Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,"NEW Tucker Standard Size Glide Brush w/ Loct fitting, Quad Pencil Jets",Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW Standard Size w/ Loct fitting Quad,Regular,,12GL-LT-PP,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar bristle in our testing. Whereas boar bristle brushes will shed, these brushes will last far longer. Due to the nature of the bristle material you are able to get the boar bristle aggressive scrub, but also rinse on the glass in far more scenarios. The bristles will not hold dirt like boar bristle brushes so you will find these more forgiving for new comers in training or just getting started. This brush comes with 4 plumbed pencil jets, creating direct streams of high-pressure water that powers away grime. Pencil jets have long been the standard jet when rinsing glass. Available in 2 sizes - the standard (made for more of a residential size window) and the XL (made for more commercial size windows and solar panels) Details: Made in USA Full Trim Synthetic Bristle Material Lightweight LOCT Socket 4 Pencil Jets Jets Plumbed together...",Tucker > Accessories,Tucker,Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW Standard Size w/ Loct...,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar...",new-tucker-standard-size-glide-brush-w-loct-fitting-quad-pencil-jets,,Hidden,Physical,1.001,Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW Standard Size w/ Loct...,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar...",N,N,N,N,151.39,,N,Y,N,Y,N,,,105.98,Tucker,12GL-LT-PP,N,,,N,,,Y,,,N,,151.39
,"NEW Tucker Standard Size Honey Badger Brush w/ Loct fitting, Quad Pencil Jets","NEW Tucker Standard Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets",Regular,,12HB-LT-PP,"New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly popular Glide bristles on the outside trim and a much stiffer bristle on the inside trim. This allows for an aggressive scrub on the panel designed to remove bird droppings and, as many testers have reported, even bee droppings from time to time. Hence the name, Honey Badger. Those looking for an aggressive scrub on windows will also benefit from this brush.",Tucker > Accessories,Tucker,"NEW Tucker Standard Size Honey Badger Brush w/Loct fitting, Quad Pencil...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,new-tucker-standard-size-honey-badger-brush-w-loct-fitting-quad-pencil-jets,,Hidden,Physical,,"NEW Tucker Standard Size Honey Badger Brush w/Loct fitting, Quad Pencil...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,N,N,N,N,151.39,,N,Y,N,Y,N,,,105.98,Tucker,12HB-LT-PP,N,,,N,,,Y,,,N,,151.39
,"NEW Tucker XL Size Glide Brush w/ Loct fitting, Quad Pencil Jets",Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW XL Size w/ Loct fitting Quad,Regular,,18GL-LT-PP,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar bristle in our testing. Whereas boar bristle brushes will shed, these brushes will last far longer. Due to the nature of the bristle material you are able to get the boar bristle aggressive scrub, but also rinse on the glass in far more scenarios. The bristles will not hold dirt like boar bristle brushes so you will find these more forgiving for new comers in training or just getting started. This brush comes with 4 plumbed pencil jets, creating direct streams of high-pressure water that powers away grime. Pencil jets have long been the standard jet when rinsing glass. Available in 2 sizes - the standard (made for more of a residential size window) and the XL (made for more commercial size windows and solar panels) Details: Made in USA Full Trim Synthetic Bristle Material Lightweight LOCT Socket 4 Pencil Jets Jets Plumbed together...",Tucker > Accessories,Tucker,Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW XL Size w/ Loct...,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar...",new-tucker-standard-size-glide-brush-w-loct-fitting-quad-pencil-jets-18gl-lt-pp,,Hidden,Physical,1.001,Water Fed Brush | Tucker® Glide - 4 Pencil Jets - NEW XL Size w/ Loct...,"Designed for experienced and new window washers alike, this American made water fed brush is made from a new synthetic material that out performs boar...",N,N,N,N,205.47,,N,Y,N,Y,N,,,143.83,Tucker,18GL-LT-PP,N,,,N,,,Y,,,N,,205.47
,"NEW Tucker XL Size Honey Badger Brush w/ Loct fitting, Quad Pencil Jets","NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets",Regular,,18HB-LT-PP,"New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly popular Glide bristles on the outside trim and a much stiffer bristle on the inside trim. This allows for an aggressive scrub on the panel designed to remove bird droppings and, as many testers have reported, even bee droppings from time to time. Hence the name, Honey Badger. Those looking for an aggressive scrub on windows will also benefit from this brush.",Tucker > Accessories,Tucker,"NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets | AZ...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,new-tucker-xl-size-honey-badger-brush-w-loct-fitting-quad-pencil-jets,,Hidden,Physical,0.099,"NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets | AZ...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,N,N,N,N,205.47,,N,Y,N,Y,N,,,143.83,Tucker,18HB-LT-PP,N,,,N,,,Y,,,N,,205.47
,No 1 Clamp w/ all hardware Tucker® V2,Number 1 Clamp w/ all hardware Tucker® V2,Regular,,T-T1-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 1 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range....,number-1-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 1 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T1-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 10 Clamp w/ all hardware Tucker® V2,Number 10 Clamp w/ all hardware Tucker® V2,Regular,,T-T10-V2-COMPLETE,"The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 10 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole....,number-10-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 10 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T10-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 2 Clamp w/ all hardware Tucker® V2,Number 2 Clamp w/ all hardware Tucker® V2,Regular,,T-T2-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 2 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole....,number-2-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 2 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T2-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 3 Clamp w/ all hardware Tucker® V2,Number 3 Clamp w/ all hardware Tucker® V2,Regular,,T-T3-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 3 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole....,number-3-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 3 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T3-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 4 Clamp w/ all hardware Tucker® V2,Number 4 Clamp w/ all hardware Tucker® V2,Regular,,T-T4-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 4 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole....,number-4-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 4 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T4-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 5 Clamp w/ all hardware Tucker® V2,Number 5 Clamp w/ all hardware Tucker® V2,Regular,,T-T5-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 5 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole....,number-5-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 5 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T5-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 6 Clamp w/ all hardware Tucker® V2,Number 6 Clamp w/ all hardware Tucker® V2,Regular,,T-T6-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 6 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole....,number-6-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 6 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T6-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 7 Clamp w/ all hardware Tucker® V2,Number 7 Clamp w/ all hardware Tucker® V2,Regular,,T-T7-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 7 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole....,number-7-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 7 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T7-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 8 Clamp w/ all hardware Tucker® V2,Number 8 Clamp w/ all hardware Tucker® V2,Regular,,T-T8-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 8 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole....,number-8-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 8 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T8-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 9 Clamp w/ all hardware Tucker® V2,Number 9 Clamp w/all hardware Tucker® V2,Regular,,T-T9-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 9 Clamp w/all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole....,number-9-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 9 Clamp w/all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T9-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No Flat Wheel,No Flat Wheel,Regular,,T-WHEEL-NF,No Flat Wheel | Official Tucker SKU: T-WHEEL-NF | Category: Catalog,Tucker > Catalog,Tucker,No Flat Wheel | Catalog | AZ Cleaning Supplies,No Flat Wheel. Category: Catalog. Vendor code: T-WHEEL-NF. Available at AZ Cleaning Supplies.,no-flat-wheel,,Hidden,Physical,,No Flat Wheel | Catalog | AZ Cleaning Supplies,No Flat Wheel. Category: Catalog. Vendor code: T-WHEEL-NF. Available at AZ Cleaning Supplies.,N,N,N,N,56.23,,N,Y,N,Y,N,,,39.37,Tucker,T-WHEEL-NF,N,,,N,,,Y,,,N,,56.23
,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,No Flat Wheel Retrofit Kit,Regular,,T-NOFLAT-KIT,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all hardware needed to install.,Tucker > Catalog,Tucker,No Flat Wheel Retrofit Kit | Catalog | AZ Cleaning Supplies,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all...,no-flat-wheel-retrofit-kit,,Hidden,Physical,10,No Flat Wheel Retrofit Kit | Catalog | AZ Cleaning Supplies,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all...,N,N,N,N,126.35,,N,Y,N,Y,N,,,88.45,Tucker,T-NOFLAT-KIT,N,,,N,,,Y,,,N,,126.35
,"O-ring for 2.5"" Housing",Replacement O-ring for Tucker® Carbon Housing,Regular,,20067-SMALL,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System.,Tucker > Catalog,Tucker,Replacement O-ring for Tucker® Carbon Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System. Available at...,replacement-o-ring-for-tucker-carbon-housing,,Hidden,Physical,0.062,Replacement O-ring for Tucker® Carbon Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System. Available at...,N,N,N,N,10.93,,N,Y,N,Y,N,,,7.65,Tucker,20067-SMALL,N,,,N,,,Y,,,N,,10.93
